記錄號碼,更新人,建立人,更新時間,建立時間,客戶/供應商代號,客戶/供應商名稱,客戶/供應商類型,統一編號,客戶類別,負責業務 (擇一即可),收貨地址(可刪除),供應商類別,國別/城市別,產業類別 (類型為客戶時才顯示),客戶/供應商集團,發票地址,付款條件,付款方式,結帳日,特殊要求,幣別,運輸條件,公司網站,公司電話,公司傳真,發票郵遞區號,收貨郵遞區號(可刪除),負責業務(NAME)(擇一即可),業績歸屬,供應商簡碼,員工編號,員工姓名,清洗後地址,Latitude,Longitude
3762,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0263,倍速特事業有限公司,Customer,27590508,Local Customer,Darren,台中市烏日區慶光路122-57號,,TW-M2 Taichung,Others,倍速特事業有限公司,台中市烏日區慶光路122-57號,EOM 30,Remittance,25.0,,TWD,,,+886 4 2335 2433,+886 4 2335 2283,41462,41462,Darren Chang,Jack,,T023,張宏銘,台中市烏日區慶光路122-57號,24.041009,120.633214
3763,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0262,鉦凱機電有限公司,Customer,16713264,Local Customer,Darren,苗栗縣頭份市東庄里八德一路96號,,TW-M1 Miaoli,Induction Heating,鉦凱機電有限公司,苗栗縣頭份市東庄里八德一路96號,EOM 30,Check,25.0,,TWD,,,+886 3 767 3985,+886 3 767 3986,35155,35155,Darren Chang,Jack,,T023,張宏銘,苗栗縣頭份市東庄里八德一路96號,24.688693,120.893179
3542,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0261,Tube Master,Customer,,Int'l Customer,Kent,"Rua Pascoal Pais, 176 - Vila Cordeiro  So Paulo-SP",,BR Brazil,Others,Tube Master,"Rua Pascoal Pais, 176 - Vila Cordeiro  So Paulo-SP",Prepaid,Remittance,25.0,,USD,EXW,,+55 11 4564 1264,,,4581060,Kent Feng,Kent,,T001,馮耀賢,"Rua Pascoal Pais, 176 - Vila Cordeiro  So Paulo-SP",,
3764,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0260_1,台翔電力設備股份有限公司,Customer,53583530,Local Customer,Darren,高雄市大寮區鳳林二路622-1號,,TW-S3 Kaohsiung,Charger,台翔電力設備股份有限公司,高雄市大寮區鳳林二路622-1號,EOM 60,Remittance,25.0,,TWD,,,+886 7 788 9298,+886 7 788 1838,83157,83157,Darren Chang,Jack,,T023,張宏銘,高雄市大寮區鳳林二路622-1號,22.573388,120.410243
3765,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0260,台翔電機電力顧問,Customer,26480736,Local Customer,Darren,高雄市大寮區鳳林二路622-1號,,TW-S3 Kaohsiung,Charger,台翔電機電力顧問,高雄市大寮區鳳林二路622-1號,EOM 60,Remittance,25.0,,TWD,,,+886 7 788 9298,+886 7 788 1838,83157,83157,Darren Chang,Jack,,T023,張宏銘,高雄市大寮區鳳林二路622-1號,22.573388,120.410243
3766,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0259,群祐電子有限公司,Customer,80645192,Local Customer,Darren,台中市北屯區軍福十七路51號,,TW-M2 Taichung,Others,群祐電子有限公司,台中市北屯區軍福十七路51號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 4 2436 3870,+886 4 2436 4337,40642,40642,Darren Chang,Jack,,T023,張宏銘,台中市北屯區軍福十七路51號,24.174591,120.719992
3767,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0258,立翔科技,Customer,39921089,Local Customer,Darren,南投縣集集鎮環山街27號,,TW-M4 Nantou,Others,立翔科技,南投縣集集鎮環山街27號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 4 9277 0107,,55244,55244,Darren Chang,Jack,,T023,張宏銘,南投縣集集鎮環山街27號,23.834188,120.790729
3768,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0257,艾可技術工程有限公司,Customer,28102936,Local Customer,Darren,新北市土城區成功街9號,,TW-N2 New Taipei,Power Supply,艾可技術工程有限公司,新北市土城區中山路48-1號3樓,EOM 30,Remittance,25.0,,TWD,,,+886 2 2267 5015,+886 2 2267 4939,23680,23678,Darren Chang,Arron,,T023,張宏銘,新北市土城區成功街9號,24.967768,121.425537
3769,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0256,測允科技有限公司,Customer,13069115,Local Customer,Darren,高雄市左營區明誠二路261巷18號,,TW-S3 Kaohsiung,Others,測允科技有限公司,高雄市左營區明誠二路261巷18號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 7 556 5507,+886 7 556 7719,81359,81359,Darren Chang,Jack,,T023,張宏銘,高雄市左營區明誠二路261巷18號,22.66042,120.30948
3770,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0255,儒康企業有限公司,Customer,24690259,Local Customer,Darren,新北市新店區安祥路109巷83號1樓,,TW-N2 New Taipei,Others,儒康企業有限公司,新北市新店區安祥路109巷83號1樓,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 2200 7211,,23158,23158,Darren Chang,Jack,,T023,張宏銘,新北市新店區安祥路109巷83號,24.960384,121.477726
3771,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0254,睿能創意科技股份有限公司,Customer,53433060,Local Customer,Darren,桃園市龜山區頂湖路33號,,TW-N4 Taoyuan,Others,睿能創意科技股份有限公司,桃園市龜山區頂湖路33號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 3 273 0900,+886 3 327 0110,33378,33378,Darren Chang,Jack,,T023,張宏銘,桃園市龜山區頂湖路33號,25.042963,121.362579
3772,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0253,順勢企業有限公司,Customer,22399897,Local Customer,Darren,桃園市龍潭區高楊南路238巷107弄17號,,TW-N4 Taoyuan,Welding Machine,順勢企業有限公司,桃園市龍潭區高楊南路238巷107弄17號,EOM 30,Remittance,25.0,,TWD,,,+886 3 411 7879,+886 3 411 7877,32544,32544,Darren Chang,Jack,,T023,張宏銘,桃園市龍潭區高楊南路238巷107弄17號,24.832917,121.211734
3773,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0252,安捷科技股份有限公司,Customer,70679741,Local Customer,Darren,台北市內湖區新湖三路255號,,TW-N2 New Taipei,Induction Heating,安捷科技股份有限公司,台北市內湖區新湖三路255號,EOM 30,Remittance,25.0,,TWD,,,+886 2 2809 6606,+886 2 2808 0091,114,114,Darren Chang,Jack,,T023,張宏銘,台北市內湖區新湖三路255號,25.065769,121.581883
3774,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0251,健格科技股份有限公司,Customer,23736159,End User,Darren,台北市內湖區民權東路六段21巷33號3樓,,TW-N1 Taipei,Energy Storage,健格科技股份有限公司,台北市內湖區民權東路六段21巷33號3樓,EOM 30,Check,25.0,,TWD,,,+886 2 8791 2889,+886 2 8792 6768,11494,11494,Darren Chang,Jack,,T023,張宏銘,台北市內湖區民權東路六段21巷33號,25.068205,121.581087
3775,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0250,泉成貿易有限公司,Customer,11472408,Local Customer,Darren,台北市大同區承德路一段17號16樓,,TW-N1 Taipei,Others,泉成貿易有限公司,台北市大同區承德路一段17號16樓,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 2595 3366,+886 2 2594 5606,10351,10351,Darren Chang,Jack,,T023,張宏銘,台北市大同區承德路一段17號,25.050007,121.517066
3776,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0249,財團法人精密機械研究發展中心,Customer,77974590,Local Customer,Darren,台中市南屯區工業區二十七路17號(環保中心PMC第二辦公室),,TW-M2 Taichung,Research Institution,財團法人精密機械研究發展中心,台中市南屯區工業區二十七路17號(環保中心PMC第二辦公室),EOM 30,Remittance,25.0,,TWD,,,+886 4 2359 5968,+886 4 2359 3689,40850,40850,Darren Chang,Jack,,T023,張宏銘,台中市南屯區工業區二十七路17號,24.157708,120.607852
3777,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0248,立方電力科技有限公司,Customer,24719024,Local Distributor,Darren,新北市中和區中山路二段33號10樓,,TW-N2 New Taipei,Others,立方電力科技有限公司,新北市中和區中山路二段33號10樓,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 2246 5565,+886 2 2246 5598,23554,23554,Darren Chang,Jack,,T023,張宏銘,新北市中和區中山路二段33號,25.006783,121.490251
3778,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0247,世琦企業社,Customer,25341188,Local Customer,Darren,雲林縣四湖鄉飛東村大同路2巷8號,,TW-M5 Yunlin,Repair Service,世琦企業社,雲林縣東勢鄉民族路73巷15號,EOM 30,Remittance,25.0,,TWD,,,+886 5 772 1098,+886 5 772 1370,63575,65446,Darren Chang,Jack,,T023,張宏銘,雲林縣四湖鄉飛東村大同路2巷8號,23.638624,120.179442
3779,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0246,台灣亞弧科技有限公司,Customer,27805206,Local Customer,Darren,新北市汐止區大同路一段286巷5號,,TW-N2 New Taipei,Welding Machine,台灣亞弧科技有限公司,新北市汐止區大同路一段286巷5號,EOM 30,Check,25.0,,TWD,,,+886 2 2642 0428,+886 2 2642 0855,22146,22146,Darren Chang,Jack,,T023,張宏銘,新北市汐止區大同路一段286巷5號,25.057194,121.635185
3780,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0245,班馬科技有限公司,Customer,16528893,Local Customer,Darren,台中市烏日區大同五街25號,,TW-M2 Taichung,Others,班馬科技有限公司,台中市烏日區大同五街25號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 4 2338 6424,,41449,41449,Darren Chang,Jack,,T023,張宏銘,台中市烏日區大同五街25號,24.110879,120.627153
3781,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0244,玉豐海洋科儀股份有限公司,Customer,53821977,Local Customer,Darren,台中市東區東英路22號,,TW-M2 Taichung,Others,玉豐海洋科儀股份有限公司,台中市東區東英路22號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 4 3502 4890,+886 4 2211 2890,40149,40149,Darren Chang,Jack,,T023,張宏銘,台中市東區東英路22號,24.131765,120.704162
3543,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0243_1,光寶電子(廣州)有限公司,Customer,,Int'l Customer,Darren,"G/F, Tins' Centre Block II, 3 Hung Cheung Road, Tuen Mun, New Territories, H.K.",,CN China,Power Supply,光寶科技股份有限公司,"8, Guang-Bao Road, Lite-on Science Park, Guangzhou Science Park, Luogang District, Guangzhou City",Cash on Delivery,Remittance,25.0,,USD,EXW,,+86 20 8237 2500,+86 20 8237 3688 14511,,999077,Darren Chang,Darren,,T023,張宏銘,"G/F, Tins' Centre Block II, 3 Hung Cheung Road, Tuen Mun, New Territories, H.K.",,
3782,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0243,光寶科技股份有限公司,Customer,23357403,Local Customer,Darren,桃園市大園區三和路3巷7號,,TW-N2 New Taipei,Power Supply,光寶科技股份有限公司,新北市中和區建六路77號2樓,others,Remittance,25.0,驗收後 105 天,TWD,,,+886 2 2222 6181,+886 2 3234 9782,23586,33754,Darren Chang,Darren,,T023,張宏銘,桃園市大園區三和路3巷7號,25.071938,121.258027
3783,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0242,郭宇軒,Customer,,Local Customer,Darren,台南市東區民族路一段一號 (台南一中),,TW-S2 Tainan,Others,郭宇軒,台南市東區民族路一段一號 (台南一中),Cash on Delivery,Remittance,25.0,,TWD,,,+886 6 280 2528,,70145,70145,Darren Chang,Jack,,T023,張宏銘,台南市東區民族路一段一號,22.994398,120.213867
3784,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0241,南田電機工廠有限公司,Customer,86200724,Local Customer,Darren,台南市永康區中山南路313號,,TW-S2 Tainan,Electroplating,南田電機工廠有限公司,台南市永康區中山南路313號,EOM 30,Check,25.0,,TWD,,,+886 6 232 3596,+886 6 232 8057,71078,71078,Darren Chang,Jack,,T023,張宏銘,台南市永康區中山南路313號,23.016842,120.237676
3544,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0240,K.C. Ltd.,Customer,,Int'l Customer,Kent,"13,Noksansandan 261-ro 14beon-gil, Gangseo-gu, Busan, Korea",,KR Korea,Others,K.C. Ltd.,"13,Noksansandan 261-ro 14beon-gil, Gangseo-gu, Busan, Korea",Prepaid,Remittance,25.0,,USD,EXW,,+82 51 831 7720,+82 51 831 7720,,618818,Kent Feng,Kent,,T001,馮耀賢,"13,Noksansandan 261-ro 14beon-gil, Gangseo-gu, Busan, Korea",,
3785,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0239,光凌光電科技有限公司,Customer,27278345,Local Customer,Darren,台中市西屯區福中11街10巷6號,,TW-M2 Taichung,Others,光凌光電科技有限公司,台中市西屯區福中11街10巷6號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 4 2358 8020,+886 4 2385 8452,40766,40766,Darren Chang,Jack,,T023,張宏銘,台中市西屯區福中11街10巷6號,24.175682,120.652202
3786,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0238,亞能光電科技有限公司,Customer,53517032,Local Customer,Darren,台中市潭子區甘水路二段183巷10-3號,,TW-M2 Taichung,Others,亞能光電科技有限公司,台中市潭子區甘水路二段183巷10-3號,Cash on Delivery,Check,25.0,,TWD,,,+886 4 2535 7627,+886 4 2535 7312,42756,42756,Darren Chang,Jack,,T023,張宏銘,台中市潭子區甘水路二段183巷10-3號,24.205308,120.697911
3787,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0237,聯振股份有限公司,Customer,86865427,Local Customer,Darren,新北市中和區板南路498號5樓之3,,TW-N2 New Taipei,Motor Drive,聯振股份有限公司,新北市中和區板南路498號5樓之3,Prepaid,Check,25.0,,TWD,,,+886 2 2221 3489,+886 2 2221 5307,23556,23556,Darren Chang,Arron,,T023,張宏銘,新北市中和區板南路498號之3,25.008064,121.485324
3788,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0236_1,星展機電股份有限公司,Customer,89901279,Local Customer,Darren,苗栗縣竹南鎮佳興里1鄰公義路98巷130號,,TW-M1 Miaoli,Induction Heating,星崴機電股份有限公司,苗栗縣竹南鎮正南里20鄰福德路61號,EOM 30,Check,25.0,,TWD,,,+886 3 761 1670,+886 3 763 5995,350007,35048,Darren Chang,Jack,,T023,張宏銘,苗栗縣竹南鎮佳興里1鄰公義路98巷130號,24.695446,120.882989
3789,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0236,星崴機電股份有限公司,Customer,22502891,Local Customer,Darren,苗栗縣竹南鎮佳興里1鄰公義路98巷130號,,TW-M1 Miaoli,Induction Heating,星崴機電股份有限公司,苗栗縣竹南鎮佳興里1鄰公義路98巷130號,EOM 30,Check,25.0,,TWD,,,+886 3 763 6395,+886 3 763 5995,35048,35048,Darren Chang,Jack,,T023,張宏銘,苗栗縣竹南鎮佳興里1鄰公義路98巷130號,24.695446,120.882989
3545,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0235,KMT Technology and Equipment,Customer,,Int'l Customer,Kent,"Paulo VI 654 - (2124) Villa Gobernador Galvez, Santa Fe, Republica Argentina",,AR Argentina,Distributor,KMT Technology and Equipment,"Paulo VI 654 - (2124) Villa Gobernador Galvez, Santa Fe, Republica Argentina",Prepaid,Remittance,25.0,,USD,EXW,,+54 341 518 6312,+54 341 518 6312,,,Kent Feng,Kent,,T001,馮耀賢,"Paulo VI 654 - (2124) Villa Gobernador Galvez, Santa Fe, Republica Argentina",,
3790,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0234,省成機電有限公司,Customer,86200920,Local Customer,Darren,台中市太平區興隆路一段52巷30號,,TW-M2 Taichung,Welding Machine,省成機電有限公司,台中市太平區興隆路一段52巷30號,Cash on Delivery,Check,25.0,,TWD,,,+886 4 2278 0131,+886 4 2277 0356,41164,41164,Darren Chang,Jack,,T023,張宏銘,台中市太平區興隆路一段52巷30號,24.114444,120.727562
3546,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0233,Sanghvi Electronics,Customer,,Int'l Customer,Kent,"SANGHVI INC, 2G, 2ND FLOOR, VIJAY CHAMBERS, OPP DREAMLAND CINEMA , TRIBHUVAN ROAD, MUMBAI",,IN India,Distributor,Sanghvi Electronics,"SANGHVI INC, 2G, 2ND FLOOR, VIJAY CHAMBERS, OPP DREAMLAND CINEMA , TRIBHUVAN ROAD, MUMBAI",Prepaid,Remittance,25.0,,USD,EXW,,,,,40000,Kent Feng,Kent,,T001,馮耀賢,"SANGHVI INC, 2G, 2ND FLOOR, VIJAY CHAMBERS, OPP DREAMLAND CINEMA , TRIBHUVAN ROAD, MUMBAI",,
3791,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0232,信越科技有限公司,Customer,27920803,Local Customer,Darren,高雄市大寮區後庄里民忠街61號,,TW-S3 Kaohsiung,Others,信越科技有限公司,高雄市大寮區後庄里民忠街61號,Cash on Delivery,Check,25.0,,TWD,,,+886 7 731 3819,+886 7 731 3829,83143,83143,Darren Chang,Jack,,T023,張宏銘,高雄市大寮區後庄里民忠街61號,22.640723,120.384175
3547,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0231,Shimadzu (Asia Pacific) Pte. Ltd.,Customer,,Int'l Customer,Kent,,,SG Singapore,Testing Equipment,Shimadzu (Asia Pacific) Pte. Ltd.,,Prepaid,Remittance,25.0,,USD,EXW,,+65 6778 6280,+65 6778 6280,,,Kent Feng,Kent,,T001,馮耀賢,,,
3792,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0230,非凡熱科國際股份有限公司,Customer,27921325,Local Customer,Darren,台中市潭子區大富路二段14號,,TW-M2 Taichung,Induction Heating,非凡熱科國際股份有限公司,台中市潭子區大富路二段14號,Cash on Delivery,Check,25.0,,TWD,,,+886 4 2532 7286,+886 4 2531 4324,42748,42748,Darren Chang,Jack,,T023,張宏銘,台中市潭子區大富路二段14號,24.224271,120.687423
3793,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0229,銀荷光電股份有限公司,Customer,53361609,Local Customer,Darren,新竹縣湖口鄉光復南路50號,,TW-N5 Hsinchu,Others,銀荷光電股份有限公司,新竹縣湖口鄉光復南路50號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 3 598 2292,+886 3 598 2696,30351,30351,Darren Chang,Jack,,T023,張宏銘,新竹縣湖口鄉光復南路50號,24.859014,121.018368
3794,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0228,六俊電機儀具股份有限公司,Customer,22273644,Local Customer,Darren,台中市西屯路二段256巷6號17F-1,,TW-N4 Taoyuan,Motor Drive,六俊電機儀具股份有限公司,桃園市中壢區中壢工業區吉林路27-2號2F,EOM 30,Remittance,25.0,,TWD,,,+886 3 462 9511~2,+886 3 462 8462,32062,40749,Darren Chang,Jack,,T023,張宏銘,台中市西屯路二段256巷6號,24.170851,120.647387
3795,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0227,友信傳動設備工業股份有限公司,Customer,89690345,Local Customer,Darren,新北市樹林區光興街63巷16號,,TW-N2 New Taipei,Motor Drive,友信傳動設備工業股份有限公司,新北市樹林區光興街63巷16號,EOM 30,Check,25.0,,TWD,,,+886 2 2688 5222,+886 2 2688 7555,23876,23876,Darren Chang,Jack,,T023,張宏銘,新北市樹林區光興街63巷16號,25.002176,121.410427
3548,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0226,Melbrin Korea,Customer,,Int'l Distributor,Kent,,,KR Korea,Others,Melbrin Korea,,Prepaid,Remittance,25.0,,USD,EXW,,+82 32 505 7636,+82 32 505 7636,,,Kent Feng,Kent,,T001,馮耀賢,,,
3549,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0225,Shree Raghavendra Technical Services Pvt. Ltd.,Customer,,Int'l Customer,Kent,,,IN India,Distributor,Shree Raghavendra Technical Services Pvt. Ltd.,,Prepaid,Remittance,25.0,,USD,EXW,,,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3796,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0224,高斯科技有限公司,Customer,89565846,Local Customer,Darren,台中市西區模範街31巷30號1樓,,TW-M2 Taichung,Induction Heating,高斯科技有限公司,台中市西區大進街202號7樓之2,EOM 30,Check,25.0,,TWD,,,+886 4 2471 0501,+886 4 2471 0488,40356,40350,Darren Chang,Jack,,T023,張宏銘,台中市西區模範街31巷30號,24.150501,120.666037
3797,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0223,太極智有限公司,Customer,97401213,Local Customer,Darren,新北市林口區湖北里8鄰後湖5號,,TW-N2 New Taipei,Others,太極智有限公司,新北市林口區湖北里8鄰後湖5號,Cash on Delivery,Check,25.0,,TWD,,,+886 2 2601 3090,+886 2 8601 3194,24444,24444,Darren Chang,Jack,,T023,張宏銘,新北市林口區湖北里8鄰後湖5號,25.101172,121.38428
3798,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0222,日久電子工業有限公司,Customer,22808339,Local Customer,Darren,台南市仁德區中山路1巷300號,,TW-S2 Tainan,Motor Drive,日久電子工業有限公司,台南市仁德區中山路1巷300號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 6 279 7611,+886 6 279 7601,71752,71752,Darren Chang,Jack,,T023,張宏銘,台南市仁德區中山路1巷300號,22.965436,120.271079
3799,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0221,新益開發興業有限公司,Customer,16296084,Local Customer,Darren,基隆市安樂區基金一路208巷154弄1號2樓,,TW-N3 Keelung,Others,新益開發興業有限公司,基隆市安樂區基金一路208巷154弄1號2樓,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 2434 3036,+886 2 2434 3037,20445,20445,Darren Chang,Jack,,T023,張宏銘,基隆市安樂區基金一路208巷154弄1號,25.147255,121.707826
3800,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0220,恒豐企業社,Customer,37569716,Local Customer,Darren,台南市安南區安和路五段336巷27弄29號,,TW-S2 Tainan,Others,恒豐企業社,台南市安南區安和路五段336巷27弄29號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 6 356 8793,,70959,70959,Darren Chang,Jack,,T023,張宏銘,台南市安南區安和路五段336巷27弄29號,23.070616,120.216535
3801,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0219_1,台灣電源科技有限公司,Customer,27295908,Local Customer,Darren,台中市北屯區景賢路257-1號,,TW-M2 Taichung,Others,台灣電源科技有限公司,台中市北屯區景賢路257-1號,Cash on Delivery,Check,25.0,,TWD,,,+886 4 2437 6318,+886 4 2437 6316,40642,40642,Darren Chang,Jack,,T023,張宏銘,台中市北屯區景賢路257-1號,24.16668,120.729989
3802,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0219,艾克斯達科技有限公司,Customer,27295908,Local Customer,Darren,台中市北屯區景賢路257-1號,,TW-M2 Taichung,Repair Service,艾克斯達科技有限公司,台中市北屯區景賢路257-1號,Cash on Delivery,Check,25.0,,TWD,,,+886 4 2437 6318,+886 4 2437 6316,40642,40642,Darren Chang,Jack,,T023,張宏銘,台中市北屯區景賢路257-1號,24.16668,120.729989
3550,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0218,Rosweld LLC,Customer,,Int'l Customer,Kent,,,RU Russia,Distributor,Rosweld LLC,,Prepaid,Remittance,25.0,,USD,EXW,,+7 812 331 11 81,,,,Kent Feng,Kent,,T001,馮耀賢,,,
3803,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0217,伸昌電機股份有限公司,Customer,33779424,Local Customer,Darren,新北市淡水區下圭柔山114-1號,,TW-N2 New Taipei,Plasma/Pulse Power Supply,伸昌電機股份有限公司,台北市大安區仁愛路四段409號3樓,Cash on Delivery,Check,25.0,,TWD,,,+886 2 2772 3166,,10693,25144,Darren Chang,Jack,,T023,張宏銘,新北市淡水區下圭柔山114-1號,25.205472,121.483475
3551,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0216,Semix Electronics Co.,Customer,,Int'l Customer,Kent,,,IR Iran,Distributor,Semix Electronics Co.,,Prepaid,Remittance,25.0,,USD,EXW,,+98 937 225 8262,+98 937 225 8262,,,Kent Feng,Kent,,T001,馮耀賢,,,
3804,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0215,觀益電機有限公司,Customer,86748879,Local Customer,Darren,高雄市三民區大福街76號,,TW-S3 Kaohsiung,Others,觀益電機有限公司,高雄市三民區大福街76號,EOM 30,Check,25.0,,TWD,,,+886 7 381 7661,+886 7 381 7663,80780,80780,Darren Chang,Jack,,T023,張宏銘,高雄市三民區大福街76號,22.656169,120.327083
3805,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0214,尚上儀器股份有限公司,Customer,12552843,Local Customer,Darren,台北市中山區長安東路2段169-6號3F-2,,TW-N1 Taipei,Distributor,尚上儀器股份有限公司,台北市中山區長安東路2段169-6號3F-2,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 2771 2196,+886 2 2771 2196,10490,10490,Darren Chang,Jack,,T023,張宏銘,台北市中山區長安東路2段169-6號,25.048405,121.530157
3806,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0213,常陽興業股份有限公司,Customer,54804841,Local Customer,Darren,雲林縣斗六市雲科路三段37號,,TW-M5 Yunlin,UPS,常陽興業股份有限公司,雲林縣斗六市雲科路三段37號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 5 551 1017,+886 5 551 0027,64064,64064,Darren Chang,Jack,,T023,張宏銘,雲林縣斗六市雲科路三段37號,23.725698,120.519239
3807,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0212,亞得力科技股份有限公司,Customer,28761748,Local Customer,Darren,台北市中山區雙城街37巷1號5樓,,TW-N1 Taipei,Others,亞得力科技股份有限公司,台北市中山區雙城街37巷1號5樓,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 2587 2582,+886 2 2587 2570,10461,10461,Darren Chang,Jack,,T023,張宏銘,台北市中山區雙城街37巷1號,25.066308,121.523929
3552,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0211,"Woo Hyung Electronics Co., Ltd.",Customer,,Int'l Customer,Kent,,,KR Korea,Distributor,"Woo Hyung Electronics Co., Ltd.",,Prepaid,Remittance,25.0,,USD,EXW,,+82 2 2026 6166,+82 2 2026 6166,,,Kent Feng,Kent,,T001,馮耀賢,,,
3808,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0210,久和科技有限公司,Customer,53852936,Local Customer,Darren,台中市南區文心南路550號10樓之2,,TW-M2 Taichung,Others,久和科技有限公司,台中市南區文心南路550號10樓之2,Cash on Delivery,Remittance,25.0,,TWD,,,+886 4 2263 5416,+886 4 2265 5243,40242,40242,Darren Chang,Jack,,T023,張宏銘,台中市南區文心南路550號之2,24.119138,120.651956
